imp,col
0.005146566430571269,L_J_MCP2
0.010273008381075298,L_J_MCP3
0.008317515790948419,L_J_MCP4
0.0,L_J_MCP5
0.008637769050213049,L_J_MP
0.0,L_J_PIP2
0.0,L_J_PIP3
0.017362142637661806,L_J_PIP4
0.007877048324340974,L_J_PIP5
0.12540513731169767,L_J_cup
0.10361273711101504,L_J_mul
0.04800804254039899,L_J_rad
0.010805998907134772,L_J_3CM
0.014713170715664456,L_J_4CM
0.00353797714419013,L_J_5CM
0.0,L_E_IP
0.0,L_E_MCP2
0.008044051637761864,L_E_MCP3
0.0,L_E_MCP4
0.0,L_E_MCP5
0.0,L_E_MP
0.0,L_E_PIP2
0.0,L_E_PIP3
0.0,L_E_PIP4
0.0,L_E_PIP5
0.014474831656928942,L_E_luna
0.016600053184722123,L_E_navi
0.00900656299207408,L_E_mc
0.0,L_E_mul
0.0,L_E_ulna
0.0,L_E_radi
0.0,R_J_MCP2
0.0,R_J_MCP3
0.0,R_J_MCP4
0.0,R_J_MCP5
0.0,R_J_MP
0.0,R_J_PIP2
0.0,R_J_PIP3
0.0031149861157310187,R_J_PIP4
0.0,R_J_PIP5
0.04615582904524626,R_J_cup
0.02435710458473756,R_J_mul
0.03884963407589636,R_J_rad
0.00766903835930869,R_J_3CM
0.025274089652484365,R_J_4CM
0.031185582385165448,R_J_5CM
0.0,R_E_IP
0.0,R_E_MCP2
0.0,R_E_MCP3
0.0,R_E_MCP4
0.0,R_E_MCP5
0.0,R_E_MP
0.0,R_E_PIP2
0.003457758585305727,R_E_PIP3
0.0,R_E_PIP4
0.0,R_E_PIP5
0.014911387549206402,R_E_luna
0.014817796405615612,R_E_navi
0.007697628504381225,R_E_mc
0.0,R_E_mul
0.01868577470149293,R_E_ulna
0.029482488655341213,R_E_radi
0.0,bi_cluster1_3
0.0,bi_cluster4_7_8
0.005473145623282377,das28
0.015400387219144484,das28crp
0.0906942709283275,crp
0.04884204819183637,esr
0.03449940618197447,cdai
0.01842189170255778,sdai
0.0,mtx
0.003965062372856242,dmards
0.0,bio
0.0,steroid
0.017825885502022302,duration_x
0.0,gender_x
0.011192092517530228,age_onset_x
0.00895651292315953,sum_rad_x
0.026765123459190236,CCP_x
0.0,CCPclass_x
0.017032498766989135,RF_x
0.0031086051773683565,RFclass_x
0.0,CCPorRF_x
0.004991981084303627,RFclass3_100_x
0.009157581615470258,CCPorRF_100_x
0.0,L_rad_x
0.006191794297675163,R_rad_x
