imp,col
0.0,L_J_MCP2
0.0,L_J_MCP3
0.010828448463176656,L_J_MCP4
0.011133749542310988,L_J_MCP5
0.0,L_J_MP
0.0,L_J_PIP2
0.0,L_J_PIP3
0.009169970908671138,L_J_PIP4
0.007104931728409062,L_J_PIP5
0.0752728833774143,L_J_cup
0.11827875051105038,L_J_mul
0.08385789174066542,L_J_rad
0.0,L_J_3CM
0.015475011972978361,L_J_4CM
0.0,L_J_5CM
0.0,L_E_IP
0.0,L_E_MCP2
0.0,L_E_MCP3
0.0,L_E_MCP4
0.0,L_E_MCP5
0.0,L_E_MP
0.004230171243397745,L_E_PIP2
0.0,L_E_PIP3
0.0,L_E_PIP4
0.0,L_E_PIP5
0.0069817657204275674,L_E_luna
0.03418568417390792,L_E_navi
0.0,L_E_mc
0.0,L_E_mul
0.003883221702795261,L_E_ulna
0.0,L_E_radi
0.0,R_J_MCP2
0.0,R_J_MCP3
0.0,R_J_MCP4
0.0,R_J_MCP5
0.007470607715026894,R_J_MP
0.0,R_J_PIP2
0.0,R_J_PIP3
0.0,R_J_PIP4
0.0045468595341559195,R_J_PIP5
0.03258155819577494,R_J_cup
0.024209033657921028,R_J_mul
0.023490238688912386,R_J_rad
0.013479669796070893,R_J_3CM
0.035895133072291044,R_J_4CM
0.006369634569232183,R_J_5CM
0.0,R_E_IP
0.003837253988870268,R_E_MCP2
0.005108685416233926,R_E_MCP3
0.0,R_E_MCP4
0.016706309632527845,R_E_MCP5
0.0,R_E_MP
0.0,R_E_PIP2
0.005182145424825485,R_E_PIP3
0.0,R_E_PIP4
0.0,R_E_PIP5
0.004607526212759323,R_E_luna
0.03637458257720355,R_E_navi
0.0,R_E_mc
0.0,R_E_mul
0.012049766104663953,R_E_ulna
0.006209156198645797,R_E_radi
0.0,bi_cluster1_3
0.04946281357907402,bi_cluster4_7_8
0.026735405045189516,das28
0.0359393688839371,das28crp
0.0684368588876063,crp
0.02411961584101787,esr
0.02260258668346139,cdai
0.026546346580131323,sdai
0.0,mtx
0.0,dmards
0.007800130735007868,bio
0.0,steroid
0.011405786209783225,duration_x
0.0,gender_x
0.008594566297918386,age_onset_x
0.014200775764699566,sum_rad_x
0.048589620377941845,CCP_x
0.0,CCPclass_x
0.01570823245783375,RF_x
0.0,RFclass_x
0.0,CCPorRF_x
0.005960276845188495,RFclass3_100_x
0.015376973940889101,CCPorRF_100_x
0.0,L_rad_x
0.0,R_rad_x
