imp,col
0.10778674584877039,L_J_cup
0.05470393300234053,L_J_mul
0.04610056091292856,L_J_rad
0.0,L_J_3CM
0.007489951436165359,L_J_4CM
0.01293499565850828,L_E_navi
0.006951618671572984,L_E_radi
0.031016172210778153,R_J_cup
0.09927452066106336,R_J_mul
0.042974225506714175,R_J_rad
0.0,R_E_IP
0.02298314975751307,R_E_luna
0.018036239355176762,R_E_navi
0.05912115516685329,R_E_radi
0.11914543791347554,bi_cluster4_7_8
0.04445732978899011,das28
0.04368306826201736,das28crp
0.03455962167770198,crp
0.04934176101444937,esr
0.03402925669652811,cdai
0.03431193631929631,sdai
0.025496095387995903,duration_x
0.02233512122261638,age_onset_x
0.0,sum_rad_x
0.020675154464437562,CCP_x
0.04748067809924689,RF_x
0.009226164233172409,CCPorRF_100_x
0.005885106731686969,L_rad_x
