imp,col
0.10930102989033827,L_J_cup
0.08587131628657668,L_J_mul
0.031781426273651915,L_J_rad
0.01102438073567388,L_J_3CM
0.014232070943517462,L_J_4CM
0.0232894203640911,L_E_navi
0.023668102766459243,L_E_radi
0.10213611085670302,R_J_cup
0.0701228280499955,R_J_mul
0.03188944275464543,R_J_rad
0.004978500439840794,R_E_IP
0.010745995542545543,R_E_luna
0.013952455478428282,R_E_navi
0.05044742643974458,R_E_radi
0.14713938210514715,bi_cluster4_7_8
0.013575650851205332,das28
0.012471480241391216,das28crp
0.00994684537322058,crp
0.014584746317217559,esr
0.004017421606706797,cdai
0.09455834858309672,sdai
0.07911755473216082,duration_x
0.007726468182110012,age_onset_x
0.0,sum_rad_x
0.016285026037983298,CCP_x
0.013651898791784892,RF_x
0.003484670355763915,CCPorRF_100_x
0.0,L_rad_x
