imp,col
0.0851702809643496,L_J_cup
0.04276899615360982,L_J_mul
0.03030627228050998,L_J_rad
0.0,L_J_3CM
0.003952357578707985,L_J_4CM
0.03261046485484381,L_E_navi
0.016969435335436708,L_E_radi
0.07069606532441741,R_J_cup
0.07151270613678944,R_J_mul
0.05146193935397321,R_J_rad
0.0,R_E_IP
0.014179775847994952,R_E_luna
0.024374231447496113,R_E_navi
0.034882530215574775,R_E_radi
0.12980097241507804,bi_cluster4_7_8
0.032704498487152595,das28
0.04581537081585542,das28crp
0.027736281540699865,crp
0.046596077337434115,esr
0.03569895479292088,cdai
0.06764484832096632,sdai
0.044254903630926525,duration_x
0.039503239689330574,age_onset_x
0.0,sum_rad_x
0.02645456802449825,CCP_x
0.007977532315248673,RF_x
0.016927697136184958,CCPorRF_100_x
0.0,L_rad_x
