imp,col
0.0,L_J_MCP2
0.005351661934928199,L_J_MCP3
0.0,L_J_MCP4
0.0,L_J_MCP5
0.0,L_J_MP
0.0,L_J_PIP2
0.0,L_J_PIP3
0.01943715434786663,L_J_PIP4
0.0033156438150549195,L_J_PIP5
0.10388677851458239,L_J_cup
0.12719072017252506,L_J_mul
0.06926655951775337,L_J_rad
0.008946344552179136,L_J_3CM
0.023578286016041144,L_J_4CM
0.0,L_J_5CM
0.0,L_E_IP
0.0,L_E_MCP2
0.0,L_E_MCP3
0.0,L_E_MCP4
0.008990224587167018,L_E_MCP5
0.0,L_E_MP
0.0,L_E_PIP2
0.0,L_E_PIP3
0.0,L_E_PIP4
0.0,L_E_PIP5
0.0,L_E_luna
0.0,L_E_navi
0.0,L_E_mc
0.02521573662570748,L_E_mul
0.0,L_E_ulna
0.007772631002200421,L_E_radi
0.0,R_J_MCP2
0.0,R_J_MCP3
0.0,R_J_MCP4
0.0,R_J_MCP5
0.007026921990066078,R_J_MP
0.0,R_J_PIP2
0.0,R_J_PIP3
0.0,R_J_PIP4
0.004164471088710042,R_J_PIP5
0.024792454088295317,R_J_cup
0.003303470738323043,R_J_mul
0.06549606566435005,R_J_rad
0.0,R_J_3CM
0.010634117027587736,R_J_4CM
0.00778758777192254,R_J_5CM
0.0,R_E_IP
0.0,R_E_MCP2
0.0,R_E_MCP3
0.0,R_E_MCP4
0.0,R_E_MCP5
0.0,R_E_MP
0.0,R_E_PIP2
0.012234434381384187,R_E_PIP3
0.0,R_E_PIP4
0.005865967183828235,R_E_PIP5
0.021505076731522632,R_E_luna
0.0,R_E_navi
0.0,R_E_mc
0.0,R_E_mul
0.0,R_E_ulna
0.028942665499312716,R_E_radi
0.0,bi_cluster1_3
0.023021077701580857,bi_cluster4_7_8
0.0056725623867692155,das28
0.03213203258848018,das28crp
0.09406383623286742,crp
0.043455436121315485,esr
0.024652365730848592,cdai
0.038812105923129496,sdai
0.0,mtx
0.008701195041438516,dmards
0.006821926601749462,bio
0.0,steroid
0.015376302535822912,duration_x
0.006944907677249726,gender_x
0.006526427681817196,age_onset_x
0.005028390993406775,sum_rad_x
0.0,CCP_x
0.0,CCPclass_x
0.04285510966362255,RF_x
0.005577332727575095,RFclass_x
0.0,CCPorRF_x
0.0,RFclass3_100_x
0.0388703964971181,CCPorRF_100_x
0.0,L_rad_x
0.00678362064390004,R_rad_x
