imp,col
0.09876187566012651,L_J_cup
0.10076331300759311,L_J_mul
0.03557087669918405,L_J_rad
0.010426528037157632,L_J_3CM
0.012661453537450466,L_J_4CM
0.024079764603335736,L_E_navi
0.020119584660575156,L_E_radi
0.07733716231560944,R_J_cup
0.07722729402820055,R_J_mul
0.04844406903626131,R_J_rad
0.004393321202240143,R_E_IP
0.0050077098988147006,R_E_luna
0.0035452826819269406,R_E_navi
0.03622415203623394,R_E_radi
0.12697987420448528,bi_cluster4_7_8
0.04254763897442698,das28
0.02361709027619608,das28crp
0.025851994974978375,crp
0.0568230154345387,esr
0.012916909817921826,cdai
0.031917780741015915,sdai
0.049129703241840926,duration_x
0.016505268785135724,age_onset_x
0.0016459022647386994,sum_rad_x
0.03012655021998751,CCP_x
0.02221233723762672,RF_x
0.003330409094861572,CCPorRF_100_x
0.0018331373275357963,L_rad_x
