imp,col
0.13599900850793997,L_J_cup
0.05180354069426972,L_J_mul
0.019473482017990915,L_J_rad
0.006113039953393555,L_J_3CM
0.0,L_J_4CM
0.016065283248741756,L_E_navi
0.010196049549458306,L_E_radi
0.03296352244473433,R_J_cup
0.07373804552803263,R_J_mul
0.06261333247730565,R_J_rad
0.0,R_E_IP
0.0,R_E_luna
0.038729708198651465,R_E_navi
0.04869054466449199,R_E_radi
0.14032197791078502,bi_cluster4_7_8
0.013473545045506742,das28
0.01651258404860154,das28crp
0.03194693798461807,crp
0.06594283313825022,esr
0.017571352522774874,cdai
0.07949919916854195,sdai
0.04108224706779858,duration_x
0.01704944116430541,age_onset_x
0.0,sum_rad_x
0.06207568472261473,CCP_x
0.018138639941192726,RF_x
0.0,CCPorRF_100_x
0.0,L_rad_x
