imp,col
0.0,L_J_MCP2
0.0,L_J_MCP3
0.0,L_J_MCP4
0.0,L_J_MCP5
0.0,L_J_MP
0.0,L_J_PIP2
0.0,L_J_PIP3
0.02709672349598802,L_J_PIP4
0.0,L_J_PIP5
0.12055978031181162,L_J_cup
0.04938119505869638,L_J_mul
0.08464274745905556,L_J_rad
0.006870787523931939,L_J_3CM
0.023962095757477857,L_J_4CM
0.0,L_J_5CM
0.007266527991284607,L_E_IP
0.0,L_E_MCP2
0.0,L_E_MCP3
0.0,L_E_MCP4
0.0,L_E_MCP5
0.0,L_E_MP
0.0,L_E_PIP2
0.0,L_E_PIP3
0.0,L_E_PIP4
0.0,L_E_PIP5
0.017932200433327695,L_E_luna
0.026237911050686416,L_E_navi
0.014477568961049894,L_E_mc
0.011509526437132789,L_E_mul
0.007377816424734149,L_E_ulna
0.0,L_E_radi
0.0,R_J_MCP2
0.0,R_J_MCP3
0.004038625129076359,R_J_MCP4
0.0,R_J_MCP5
0.0,R_J_MP
0.009846781705430711,R_J_PIP2
0.0,R_J_PIP3
0.0,R_J_PIP4
0.0,R_J_PIP5
0.0,R_J_cup
0.005440799006692555,R_J_mul
0.058126440933248175,R_J_rad
0.008412599108868544,R_J_3CM
0.005185668880997045,R_J_4CM
0.043427416057776176,R_J_5CM
0.006386123700222992,R_E_IP
0.0,R_E_MCP2
0.0025716695784914387,R_E_MCP3
0.007540367044274376,R_E_MCP4
0.0,R_E_MCP5
0.0,R_E_MP
0.0,R_E_PIP2
0.010683837344965481,R_E_PIP3
0.0,R_E_PIP4
0.0,R_E_PIP5
0.026523110778557648,R_E_luna
0.018986741667262972,R_E_navi
0.0,R_E_mc
0.0,R_E_mul
0.012515703450938888,R_E_ulna
0.007365771884339702,R_E_radi
0.0,bi_cluster1_3
0.05174801410911949,bi_cluster4_7_8
0.02287211045464572,das28
0.025187713067732122,das28crp
0.07159869175646481,crp
0.01477537324056822,esr
0.021822151061202995,cdai
0.036359734911092345,sdai
0.0,mtx
0.0,dmards
0.0,bio
0.0,steroid
0.036465193740238676,duration_x
0.0,gender_x
0.01106506498528436,age_onset_x
0.011066017612126255,sum_rad_x
0.03586573294840445,CCP_x
0.0,CCPclass_x
0.008191215655191408,RF_x
0.0,RFclass_x
0.0,CCPorRF_x
0.0057519486443513,RFclass3_100_x
0.019781271701507806,CCPorRF_100_x
0.0,L_rad_x
0.00308322893575021,R_rad_x
