imp,col
0.0896964288282989,L_J_cup
0.046790366661179306,L_J_mul
0.03683563748147969,L_J_rad
0.0194804703354076,L_J_3CM
0.0,L_J_4CM
0.017864939047695694,L_E_navi
0.0049711335550815024,L_E_radi
0.026362377536430996,R_J_cup
0.14132144744277664,R_J_mul
0.03913830478178958,R_J_rad
0.0,R_E_IP
0.022626456605553485,R_E_luna
0.021271169458782123,R_E_navi
0.041261131369497564,R_E_radi
0.13265150600752001,bi_cluster4_7_8
0.03500191772993323,das28
0.01354136297897771,das28crp
0.02204136749667566,crp
0.031001045939797654,esr
0.014742324059712545,cdai
0.08646632300343199,sdai
0.06113149407582689,duration_x
0.02553562104872307,age_onset_x
0.0,sum_rad_x
0.03560919724561078,CCP_x
0.030364505932492715,RF_x
0.004293471377324673,CCPorRF_100_x
0.0,L_rad_x
