imp,col
0.0,L_J_MCP2
0.0,L_J_MCP3
0.0,L_J_MCP4
0.0,L_J_MCP5
0.007806732122540516,L_J_MP
0.0,L_J_PIP2
0.00403772691156091,L_J_PIP3
0.00859307417337926,L_J_PIP4
0.006980278177181831,L_J_PIP5
0.059335294754802134,L_J_cup
0.10332501872755641,L_J_mul
0.08166640991907555,L_J_rad
0.006610952227957596,L_J_3CM
0.0,L_J_4CM
0.02353071904167531,L_J_5CM
0.0,L_E_IP
0.0,L_E_MCP2
0.0,L_E_MCP3
0.0,L_E_MCP4
0.0,L_E_MCP5
0.0,L_E_MP
0.0,L_E_PIP2
0.0,L_E_PIP3
0.0,L_E_PIP4
0.0,L_E_PIP5
0.0,L_E_luna
0.015977470300438112,L_E_navi
0.0,L_E_mc
0.018195824235211346,L_E_mul
0.0035440637961408066,L_E_ulna
0.02986564634910875,L_E_radi
0.0,R_J_MCP2
0.0,R_J_MCP3
0.0,R_J_MCP4
0.0,R_J_MCP5
0.0,R_J_MP
0.0,R_J_PIP2
0.0,R_J_PIP3
0.0,R_J_PIP4
0.0,R_J_PIP5
0.03891841550300094,R_J_cup
0.05475404400021737,R_J_mul
0.04961593782871797,R_J_rad
0.0064623878994705085,R_J_3CM
0.01407493398529181,R_J_4CM
0.0,R_J_5CM
0.019178041439081302,R_E_IP
0.0,R_E_MCP2
0.0,R_E_MCP3
0.0,R_E_MCP4
0.0,R_E_MCP5
0.0,R_E_MP
0.0,R_E_PIP2
0.0,R_E_PIP3
0.0,R_E_PIP4
0.0,R_E_PIP5
0.0,R_E_luna
0.0,R_E_navi
0.0,R_E_mc
0.0019267574964831869,R_E_mul
0.0,R_E_ulna
0.013430347618397514,R_E_radi
0.0,bi_cluster1_3
0.09674091818336507,bi_cluster4_7_8
0.06078373113173243,das28
0.005705444690647839,das28crp
0.032928248981174475,crp
0.0038312356491354217,esr
0.013503720344514249,cdai
0.044458284974266085,sdai
0.0,mtx
0.0,dmards
0.0,bio
0.0,steroid
0.044445391036676975,duration_x
0.0,gender_x
0.017665203350387463,age_onset_x
0.0,sum_rad_x
0.032464507896469,CCP_x
0.004874340594009927,CCPclass_x
0.02689956477177886,RF_x
0.010238608543316152,RFclass_x
0.004229601027738541,CCPorRF_x
0.0,RFclass3_100_x
0.0051366888355207545,CCPorRF_100_x
0.00847692253087093,L_rad_x
0.019787510951106427,R_rad_x
