imp,col
0.12398048246698805,L_J_cup
0.04464156155729604,L_J_mul
0.025576837616730925,L_J_rad
0.0,L_J_3CM
0.008333922642971099,L_J_4CM
0.01028361584692937,L_E_navi
0.02832574405653198,L_E_radi
0.008261108493893526,R_J_cup
0.038537203159281816,R_J_mul
0.046478304250062594,R_J_rad
0.004420975130850959,R_E_IP
0.01897730590962177,R_E_luna
0.0,R_E_navi
0.035450411499387026,R_E_radi
0.16937640330076909,bi_cluster4_7_8
0.0,das28
0.038136404210537024,das28crp
0.034750351445198426,crp
0.04055175401122455,esr
0.00875843194936515,cdai
0.07943769520596379,sdai
0.07692480720706826,duration_x
0.02664560383454757,age_onset_x
0.0,sum_rad_x
0.03366207958789842,CCP_x
0.08756487467698726,RF_x
0.0061878504308223534,CCPorRF_100_x
0.00473627150907294,L_rad_x
